model	transcript	DEG.rank	baseMean	log2FoldChange	padj	manual.ann	EggNOG.Predicted.Gene	EggNOG.Description	EggNOG.Protein.Domains	Contaminant	xenic
adult thorax by wing PC1	TR259771|c0_g1_i2	457	97.254	-2.8149	6.5626e-07	apolipoprotein O	APOOL	Apolipoprotein O	PFAM (ApoO), SMART (TRANS, SIGNAL)	No	FALSE
adult thorax by wing PC1	TR237530|c3_g1_i2	459	44.396	-2.3935	7.3254e-07	pointed	PNT	Inherit from biNOG: V-ets erythroblastosis virus E26 oncogene homolog	PFAM (Ets, SAM_PNT), SMART (ETS, SAM_PNT)	No	FALSE
adult thorax by wing PC1	TR110357|c0_g1_i1	462	147.69	-1.5868	7.5882e-07	NA		mitochondrial import inner membrane translocase, subunit	PFAM (Tim17), SMART (TRANS)	No	FALSE
adult thorax by wing PC1	TR262766|c4_g1_i1	463	2793.1	-3.57	7.5882e-07	NA	PEVK	IG_like	PFAM (fn3, I-set, ig, Pkinase_Tyr, Pkinase, V-set), SMART (FN3, IG, IGc2, IG_like, S_TKc, COIL, SIGNAL)	No	FALSE
adult thorax by wing PC1	TR207274|c1_g1_i1	464	45.7	-2.5588	7.7772e-07	NA		glutamate receptor	PFAM (7tm_3, NCD3G, ANF_receptor), SMART (TRANS, SIGNAL, COIL)	No	FALSE
adult thorax by wing PC1	TR264667|c1_g1_i1	465	81.436	-2.3023	7.9011e-07	rpS5	MRPS5	Ribosomal protein S5	PFAM (Ribosomal_S5_C, Ribosomal_S5)	No	FALSE
adult thorax by wing PC1	TR208914|c0_g3_i1	466	22.458	-4.5237	8.3358e-07	NA		NA		No	FALSE
adult thorax by wing PC1	TR256773|c0_g1_i2	467	94.797	-2.992	8.6498e-07	NA		Putative phosphatase regulatory subunit	PFAM (CBM_21), SMART (COIL)	No	FALSE
adult thorax by wing PC1	TR227461|c0_g1_i1	470	8.8771	-5.6589	8.9025e-07	NA		sodium-coupled monocarboxylate transporter	PFAM (SSF, Spore_permease), SMART (TRANS)	No	FALSE
adult thorax by wing PC1	TR205329|c0_g1_i1	472	61.482	-3.3319	9.5449e-07	arylsulfatase b		arylsulfatase b	PFAM (Sulfatase, Phosphodiest), SMART (SIGNAL, TRANS)	No	FALSE
adult thorax by wing PC1	TR285167|c0_g1_i1	473	188.23	-2.426	9.9342e-07	NA		Myosin-like coiled-coil protein	PFAM (Taxilin), SMART (COIL)	No	FALSE
adult thorax by wing PC1	TR271366|c2_g1_i1	474	51.039	-1.7367	1.0068e-06	NA		NA	SMART (COIL)	No	FALSE
adult thorax by wing PC1	TR207347|c1_g1_i1	475	448.68	-1.6922	1.015e-06	hsp70	HSC70-5	heat shock 70 kDa protein cognate	PFAM (HSP70, MreB_Mbl, FGGY_C), SMART (COIL)	No	FALSE
adult thorax by wing PC1	TR229560|c0_g1_i1	477	36.507	-4.4263	1.0288e-06	NA		NA	SMART (TRANS, SIGNAL)	No	FALSE
adult thorax by wing PC1	TR199602|c0_g1_i1	478	19.663	-2.7828	1.0288e-06	vismay	TGIF2	TGFB-induced factor homeobox 2	PFAM (Coprinus_mating, Homeobox), SMART (HOX)	No	FALSE
adult thorax by wing PC1	TR253288|c0_g1_i1	479	214.1	-3.2338	1.0541e-06	rpL0	RPLP0	ribosomal protein P0	PFAM (Ribosomal_L10, Ribosomal_60s)	No	FALSE
adult thorax by wing PC1	TR95086|c0_g1_i1	480	393.06	2.8198	1.0541e-06	charybde		Inhibits cell growth by regulating the Tor pathway upstream of the Tsc1-Tsc2 complex and downstream of Akt1. Acts as cell death activator during head development	PFAM (RTP801_C), SMART (COIL)	No	FALSE
adult thorax by wing PC1	TR236615|c9_g2_i2	482	12.476	-4.6077	1.1392e-06	NA		5'-nucleotidase, C-terminal domain	PFAM (5_nucleotid_C, Metallophos)	No	FALSE
adult thorax by wing PC1	TR282931|c0_g1_i3	483	87.661	-1.9224	1.167e-06	tumorous imaginal discs	L(2)TID	tumorous imaginal discs	PFAM (DnaJ_C, DnaJ, DnaJ_CXXCXGXG), SMART (DnaJ, COIL, TRANS)	No	FALSE
adult thorax by wing PC1	TR278022|c0_g2_i1	484	114.57	-2.1306	1.1732e-06	rpS9		ribosomal protein, S9	PFAM (Ribosomal_S9)	No	FALSE
adult thorax by wing PC1	TR261356|c0_g3_i9	486	1.9677	-8.6143	1.1901e-06	NA		F-box and WD40 domain protein	PFAM (WD40, F-box), SMART (WD40, FBOX)	No	FALSE
adult thorax by wing PC1	TR232520|c0_g1_i1	487	59.88	-2.8858	1.1943e-06	rpL22	MRPL22	ribosomal protein, L22	PFAM (Ribosomal_L22)	No	FALSE
adult thorax by wing PC1	TR203461|c0_g1_i2	488	47.315	3.6541	1.2228e-06	NA		Plasma-membrane choline transporter	PFAM (Choline_transpo), SMART (TRANS)	No	FALSE
adult thorax by wing PC1	TR243530|c0_g1_i1	489	620.19	-1.2401	1.2534e-06	NA		heterochromatin organization	PFAM (HABP4_PAI-RBP1), SMART (COIL)	No	FALSE
adult thorax by wing PC1	TR246211|c6_g1_i2	490	121.43	-1.986	1.3082e-06	paraplegin		K09552 spastic paraplegia 7 EC 3.4.24	PFAM (Peptidase_M41, AAA, AAA_2, FtsH_ext, AAA_5), SMART (TRANS, AAA, COIL)	No	FALSE
adult thorax by wing PC1	TR237349|c0_g1_i1	491	435.78	-2.6022	1.3548e-06	NA		Dehydrogenase	PFAM (Aldedh)	No	FALSE
adult thorax by wing PC1	TR222482|c0_g1_i1	493	430.69	-1.5605	1.424e-06	NA		NA	SMART (COIL)		FALSE
adult thorax by wing PC1	TR231097|c0_g2_i1	495	80.194	-2.0426	1.5285e-06	COQ9		ubiquinone biosynthesis protein COQ9	PFAM (COQ9), SMART (COIL, SIGNAL, TRANS)	No	FALSE
adult thorax by wing PC1	TR199824|c0_g1_i1	499	31.045	-3.5645	1.6267e-06	rpS28	MRPS28	ribosomal protein S28	PFAM (MRP-S35), SMART (S1)	No	FALSE
adult thorax by wing PC1	TR200030|c0_g1_i1	502	108.09	-1.7215	1.6623e-06	NA		acetyltransferase component of pyruvate dehydrogenase	PFAM (Biotin_lipoyl, 2-oxoacid_dh, E3_binding)	No	FALSE
adult thorax by wing PC1	TR221454|c1_g1_i2	503	133.12	-1.1385	1.6678e-06	cullin-1		K03347 cullin 1	PFAM (Cullin_Nedd8, Cullin), SMART (Cullin_Nedd8, CULLIN, COIL)	No	FALSE
adult thorax by wing PC1	TR280945|c0_g1_i1	504	100.84	-2.0761	1.6678e-06	NA		Geranylgeranyl transferase	PFAM (PPTA), SMART (COIL)	No	FALSE
adult thorax by wing PC1	TR239216|c1_g1_i1	505	90.144	-4.1573	1.7563e-06	NA		IG_like	PFAM (I-set, Pkinase_Tyr, Pkinase, fn3, ig, RhoGEF, V-set, Kdo), SMART (IG, IGc2, IG_like, FN3, STYKc, COIL, PH, RhoGEF, SH3, S_TKc, SIGNAL)	No	FALSE
adult thorax by wing PC1	TR199927|c3_g4_i1	507	56.485	-3.8275	1.84e-06	NA		Accessory subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I), that is believed not to be involved in catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone (By similarity)	PFAM (NDUF_C2), SMART (TRANS)	No	FALSE
adult thorax by wing PC1	TR259728|c1_g1_i1	508	234.78	-1.9796	1.8687e-06	NA		dihydrolipoyl dehydrogenase	PFAM (Pyr_redox_dim, Pyr_redox_2, Pyr_redox, GIDA, FAD_binding_2, Thi4)	No	FALSE
adult thorax by wing PC1	TR196055|c0_g1_i2	509	93.333	-1.8344	1.9009e-06	NA		import inner membrane translocase subunit	PFAM (Tim44), SMART (COIL, Tim44)	No	FALSE
adult thorax by wing PC1	TR270591|c0_g1_i1	510	71.472	-2.448	2.0018e-06	rpL23		ribosomal protein L23	PFAM (Ribosomal_L23), SMART (COIL)	No	FALSE
adult thorax by wing PC1	TR243628|c0_g1_i1	512	122.7	-2.1535	2.0449e-06	ctystallin-aB	CRYAB	Heat Shock Protein	PFAM (HSP20, Crystallin)	No	FALSE
adult thorax by wing PC1	TR221567|c4_g1_i2	514	9.9796	-11.192	2.2237e-06	lactase	LCT	Lactase-like	PFAM (Glyco_hydro_1), SMART (SIGNAL, TRANS)	No	FALSE
adult thorax by wing PC1	TR253268|c1_g10_i1	516	18.159	-4.6409	2.3864e-06	FAA		Fumarylacetoacetate (FAA) hydrolase family	PFAM (FAA_hydrolase)	No	FALSE
adult thorax by wing PC1	TR261690|c0_g1_i1	517	42.367	-2.2415	2.4534e-06	NA		TIM21	PFAM (TIM21, DUF1783), SMART (TRANS, SIGNAL)	No	FALSE
adult thorax by wing PC1	TR226514|c0_g1_i1	521	20.495	-3.6279	2.6518e-06	NA		NUDIX domain	PFAM (NUDIX)	No	FALSE
adult thorax by wing PC1	TR212261|c0_g1_i1	522	151.47	-2.0461	2.6866e-06	NA		Peptidase family M41	PFAM (AAA, Peptidase_M41, FtsH_ext, AAA_5, FHA), SMART (TRANS, AAA, COIL, FHA)	No	FALSE
adult thorax by wing PC1	TR203963|c1_g1_i4	523	50.162	-2.4606	2.7009e-06	NA		5' nucleotidase family	PFAM (5_nucleotid, LSM), SMART (Sm)	No	FALSE
adult thorax by wing PC1	TR205969|c0_g1_i4	526	75.999	-2.3684	2.7009e-06	rpS14	MRPS14	Ribosomal protein S14	PFAM (Ribosomal_S14)	No	FALSE
adult thorax by wing PC1	TR252118|c1_g1_i1	528	196.96	1.023	2.7295e-06	NA		ArfGap	PFAM (SH3_1, ArfGap, PH, SH3_2, Ank), SMART (ANK, SH3, ArfGap, PH, COIL)	No	FALSE
adult thorax by wing PC1	TR281012|c0_g1_i1	529	126.84	1.982	2.7295e-06	Dsp1	DSP1	HMG (high mobility group) box	PFAM (HMG_box), SMART (HMG, COIL)	No	FALSE
adult thorax by wing PC1	TR207761|c3_g3_i1	531	6110.5	-2.4863	2.8356e-06	NA	SESB	ADP ATP translocase	PFAM (Mito_carr, CH), SMART (TRANS, CH)	No	FALSE
adult thorax by wing PC1	TR214216|c1_g1_i2	532	899.53	1.9911	2.8377e-06	troponin I	WUPA	Troponin I	PFAM (Troponin), SMART (COIL)	No	FALSE
adult thorax by wing PC1	TR286486|c1_g1_i1	533	36.277	-2.374	2.8444e-06	NA	GAS41	YEATS domain containing protein 4	PFAM (YEATS), SMART (COIL)	No	FALSE
adult thorax by wing PC1	TR238584|c0_g1_i1	534	104.85	1.3579	2.8587e-06	rheb	RHEB	GTP-binding protein rheb	PFAM (Miro, GTP_EFTU, Ras, Arf, SRPRB, FeoB_N), SMART (RAS)	No	FALSE
adult thorax by wing PC1	TR216657|c0_g1_i2	535	163.07	-1.6884	2.909e-06	MARF	MARF	fzo-like conserved region	PFAM (Dynamin_N, Fzo_mitofusin), SMART (COIL, TRANS)	No	FALSE
adult thorax by wing PC1	TR201686|c0_g1_i1	539	23.079	-2.702	3.1849e-06	NA		Inherit from biNOG: Rho GTPase activating protein 6	PFAM (RhoGAP), SMART (RhoGAP, COIL)	No	FALSE
adult thorax by wing PC1	TR205233|c0_g1_i7	542	81.685	-2.513	3.4845e-06	NA		leucine-rich repeat flightless-interacting protein	PFAM (DUF2051), SMART (COIL)	No	FALSE
adult thorax by wing PC1	TR110574|c0_g2_i1	544	25.076	-4.1416	3.6617e-06	rpS11	MRPS11	ribosomal protein S11	PFAM (Ribosomal_S11)	No	FALSE
adult thorax by wing PC1	TR281066|c0_g1_i1	546	35.182	-3.2088	3.7427e-06	NA	SGK196	protein kinase-like protein SgK196-like	PFAM (Pkinase_Tyr, Pkinase, UPF0565), SMART (STYKc, TRANS)	No	FALSE
adult thorax by wing PC1	TR197667|c0_g1_i1	548	28.782	-4.0389	3.8035e-06	NA		Protein of unknown function (DUF1301)	PFAM (DUF1301, Trypsin), SMART (TRANS)	No	FALSE
adult thorax by wing PC1	TR237578|c4_g1_i1	550	143.46	1.3372	3.8053e-06	NA		Metallopeptidase family M24	PFAM (Peptidase_M24)	No	FALSE
adult thorax by wing PC1	TR246554|c0_g1_i7	551	120.79	-1.8951	4.0142e-06	NA		Aminotransferase class I and II	PFAM (Aminotran_1_2, Cys_Met_Meta_PP)	No	FALSE
adult thorax by wing PC1	TR246617|c1_g1_i1	552	64.352	-1.7721	4.0142e-06	NA		Phospholipase A2	PFAM (Ank, Patatin, ICA69, Arfaptin), SMART (ANK, SIGNAL, Arfaptin)	No	FALSE
adult thorax by wing PC1	TR263089|c2_g1_i1	555	22.655	-2.6356	4.4038e-06	NA		Cofilin/tropomyosin-type actin-binding protein	PFAM (SH3_1, SH3_2, Cofilin_ADF), SMART (COIL, SH3, ADF)	No	FALSE
adult thorax by wing PC1	TR223116|c2_g10_i5	556	11.162	-3.5091	4.6599e-06	r.t.	PGBD4	piggyBac transposable element derived 4	SMART (TRANS)		FALSE
adult thorax by wing PC1	TR226567|c0_g1_i3	557	54.889	1.8511	4.6922e-06	NA		DWB	PFAM (MH2, MH1), SMART (DWB, DWA)	No	FALSE
adult thorax by wing PC1	TR204648|c0_g1_i1	561	135.44	-2.4553	5.0329e-06	NA	MEN	malic enzyme	PFAM (Malic_M, malic, CUB), SMART (Malic_M, TRANS)	No	FALSE
adult thorax by wing PC1	TR216023|c0_g1_i1	562	216.27	-2.1777	5.1654e-06	NA		BTG family	PFAM (BTG), SMART (COIL)	No	FALSE
adult thorax by wing PC1	TR262253|c0_g1_i2	567	84.743	-1.8192	5.6198e-06	Hippo		mitochondrial intermediate	PFAM (Peptidase_M3)	No	FALSE
adult thorax by wing PC1	TR278591|c0_g1_i1	569	61.535	-2.0379	5.6421e-06	NA		Protein of unknown function (DUF525)	PFAM (DUF525, YccV-like), SMART (YccV-like)	No	FALSE
adult thorax by wing PC1	TR245000|c0_g1_i2	570	70.397	-2.4635	5.6742e-06	NA		Sec-23 interacting protein P125	PFAM (DDHD, WWE, SAM_1), SMART (DDHD, SAM)	No	FALSE
adult thorax by wing PC1	TR205344|c4_g1_i1	571	181.29	2.313	5.7669e-06	hsp70		Hsp70 protein	PFAM (HSP70, MreB_Mbl), SMART (COIL, SIGNAL, TRANS)	No	FALSE
adult thorax by wing PC1	TR70474|c0_g1_i1	573	14.454	-3.2067	5.9706e-06	NA		IG	PFAM (C2-set_2, V-set, ig), SMART (IG, TRANS, SIGNAL)	No	FALSE
adult thorax by wing PC1	TR276978|c0_g3_i1	576	3.7992	-4.8465	6.3162e-06	NA		DnaJ domain	PFAM (DnaJ), SMART (DnaJ, TRANS, COIL)	No	FALSE
adult thorax by wing PC1	TR271294|c0_g1_i1	577	82.23	-1.9939	6.3378e-06	NA		Protein tyrosine phosphatase	PFAM (Y_phosphatase, fn3, Methyltransf_5), SMART (FN3, PTPc, TRANS, SIGNAL, IG, COIL)	No	FALSE
adult thorax by wing PC1	TR211449|c1_g1_i1	578	547.69	1.2518	6.4237e-06	SMC2	SMC2	structural maintenance of chromosomes protein	PFAM (SMC_N, SMC_hinge), SMART (COIL, SMC_hinge)	No	FALSE
adult thorax by wing PC1	TR276960|c0_g1_i1	579	40.58	-1.8202	6.4237e-06	NA	AATS-PHE	Phenylalanyl-tRNA synthetase	PFAM (tRNA-synt_2d, FDX-ACB), SMART (FDX-ACB)	No	FALSE
adult thorax by wing PC1	TR198223|c1_g2_i1	583	24.733	-4.6068	6.7243e-06	NA		Potassium voltage-gated channel	PFAM (Ion_trans, K_tetra, Ion_trans_2), SMART (TRANS, BTB, COIL)	No	FALSE
adult thorax by wing PC1	TR220358|c1_g1_i1	584	74.503	-2.3292	6.802e-06	Rho-7	RHO-7	Rhomboid family	PFAM (Rhomboid), SMART (TRANS, COIL)	No	FALSE
adult thorax by wing PC1	TR227341|c1_g2_i2	586	325.91	1.6648	6.8077e-06	NA	SPASE22-23	signal peptidase	PFAM (SPC22), SMART (TRANS, SIGNAL)	No	FALSE
adult thorax by wing PC1	TR204859|c3_g2_i1	587	101.86	-2.2486	7.3303e-06	NA		Glucose inhibited division protein	PFAM (GIDA, Pyr_redox_2, FAD_binding_2), SMART (COIL)	No	FALSE
adult thorax by wing PC1	TR259407|c1_g1_i1	589	383.04	1.3668	7.5563e-06	NA		HEAT repeat	PFAM (HEAT, IBN_N, TBC, Adaptin_N), SMART (EZ_HEAT, TBC, COIL)	No	FALSE
adult thorax by wing PC1	TR248063|c3_g1_i2	591	43.903	1.6055	8.0724e-06	myoblast city		Dedicator of cytokinesis	PFAM (Ded_cyto), SMART (SH3, C2)	No	FALSE
adult thorax by wing PC1	TR206233|c1_g1_i1	592	287.8	-1.3445	8.0788e-06	SirT7	SIRT7	chromatin regulatory protein sir2	PFAM (SIR2), SMART (COIL)	No	FALSE
adult thorax by wing PC1	TR206835|c0_g7_i1	595	129.29	-1.4013	8.8257e-06	NA		Protein of unknown function (DUF1279)	PFAM (DUF1279), SMART (TRANS, COIL)	No	FALSE
adult thorax by wing PC1	TR257231|c0_g1_i1	597	189.44	-1.5933	9.4248e-06	NA		VPS9	PFAM (VPS9, RA, SH2), SMART (VPS9, RA, SH2, COIL)	No	FALSE
adult thorax by wing PC1	TR207991|c0_g1_i1	598	212.87	-2.4475	9.4294e-06	NA		Inherit from biNOG: Family with sequence similarity 100, member B		No	FALSE
adult thorax by wing PC1	TR241215|c2_g1_i6	599	56.43	1.8393	9.4294e-06	NA		LMBR1-like membrane protein	PFAM (LMBR1), SMART (TRANS, COIL)	No	FALSE
adult thorax by wing PC1	TR273790|c14_g4_i4	600	57.393	-2.1866	9.4294e-06	su(f)	SU(F)	suppressor of	PFAM (Suf), SMART (HAT, COIL, TRANS)	No	FALSE
adult thorax by wing PC1	TR285164|c2_g4_i1	603	142.15	-1.9863	9.6859e-06	NA		C2 domain	PFAM (C2), SMART (C2, COIL, TRANS)	No	FALSE
adult thorax by wing PC1	TR240675|c0_g1_i1	605	29.152	-2.8506	9.8019e-06	rpL24	MRPL24	ribosomal protein L24	PFAM (KOW), SMART (KOW)	No	FALSE
adult thorax by wing PC1	TR207972|c10_g7_i4	606	50.994	-2.3814	9.9374e-06	NA		zinc transporter	PFAM (Zip), SMART (TRANS, SIGNAL, COIL)	No	FALSE
adult thorax by wing PC1	TR202605|c0_g1_i3	607	68.805	1.245	9.9425e-06	NA		Uncharacterized conserved protein H4 (DUF2046)	PFAM (DUF2046), SMART (COIL)	No	FALSE
adult thorax by wing PC1	TR267483|c0_g1_i2	611	49.66	-2.2595	1.0213e-05	NA		Catalyzes the irreversible NADPH-dependent deamination of GMP to IMP. It functions in the conversion of nucleobase, nucleoside and nucleotide derivatives of G to A nucleotides, and in maintaining the intracellular balance of A and G nucleotides (By similarity)	PFAM (IMPDH)	No	FALSE
adult thorax by wing PC1	TR262258|c1_g1_i4	612	496.39	-2.1642	1.0391e-05	hsp83	HSP83	Heat shock protein	PFAM (HSP90, HATPase_c), SMART (COIL, HATPase_c)	No	FALSE
adult thorax by wing PC1	TR211472|c1_g1_i3	613	298.19	-2.3999	1.0421e-05	NA		Catalyzes the formation of S-adenosylmethionine from methionine and ATP (By similarity)	PFAM (S-AdoMet_synt_N, S-AdoMet_synt_M, S-AdoMet_synt_C)	No	FALSE
adult thorax by wing PC1	TR282046|c0_g1_i1	614	14.634	-2.9567	1.0493e-05	NA		Squalene/phytoene synthase	PFAM (SQS_PSY)	No	FALSE
adult thorax by wing PC1	TR257509|c0_g1_i2	615	24.982	-3.1331	1.061e-05	NA		Thioesterase superfamily	PFAM (4HBT)	No	FALSE
adult thorax by wing PC1	TR56089|c0_g1_i1	617	756.47	-1.282	1.0705e-05	NA		Acetyl-CoA hydrolase/transferase N-terminal domain	PFAM (AcetylCoA_hydro)	No	FALSE
adult thorax by wing PC1	TR200332|c3_g1_i4	618	53.193	-2.9204	1.0732e-05	NA		NA	PFAM (Peptidase_C48), SMART (COIL, TRANS)		FALSE
adult thorax by wing PC1	TR273097|c0_g1_i1	621	14.471	-6.0566	1.0924e-05	NA		NA	PFAM (PMP22_Claudin), SMART (TRANS)	No	FALSE
adult thorax by wing PC1	TR122023|c0_g1_i1	622	66.012	-1.9536	1.101e-05	rpS6	MRPS6	ribosomal protein, S6	PFAM (Ribosomal_S6)	No	FALSE
adult thorax by wing PC1	TR263003|c0_g1_i3	624	77.754	-2.7364	1.1123e-05	NA		KH domain	PFAM (KH_1, KH_2), SMART (KH)	No	FALSE
adult thorax by wing PC1	TR206833|c0_g1_i1	625	63.259	-2.0924	1.1334e-05	NA		Insulinase (Peptidase family M16)	PFAM (Peptidase_M16_C, Peptidase_M16, KR, adh_short)	No	FALSE
adult thorax by wing PC1	TR202933|c0_g1_i2	626	92.161	-3.1022	1.1547e-05	NME7	NME7	NME NM23 family member 7	PFAM (NDK), SMART (NDK, DM10)	No	FALSE
adult thorax by wing PC1	TR238143|c2_g3_i1	629	324.53	-1.2251	1.2328e-05	eIF5	EIF5	eukaryotic translation initiation factor	PFAM (eIF-5_eIF-2B, W2), SMART (eIF2B_5, eIF5C, COIL)	No	FALSE
adult thorax by wing PC1	TR205760|c1_g3_i2	631	1122.2	-1.2698	1.24e-05	14-3-3zeta	14-3-3ZETA	Adapter protein implicated in the regulation of a large spectrum of both general and specialized signaling pathways. Binds to a large number of partners, usually by recognition of a phosphoserine or phosphothreonine motif. Binding generally results in the modulation of the activity of the binding partner (By similarity)	PFAM (14-3-3), SMART (14_3_3, COIL)	No	FALSE
adult thorax by wing PC1	TR221672|c3_g1_i1	634	61.23	-1.4745	1.2501e-05	NA		Pfam:DUF1716	PFAM (DUF1716), SMART (DUF1716, COIL)	No	FALSE
adult thorax by wing PC1	TR262820|c0_g1_i1	635	275.74	-2.5021	1.2646e-05	NA		Protein of unknown function (DUF2453)	PFAM (DUF2453), SMART (TRANS, COIL)	No	FALSE
adult thorax by wing PC1	TR256431|c0_g2_i1	637	58.382	1.2234	1.342e-05	NA		FERM, RhoGEF and pleckstrin domain-containing protein	PFAM (PH, RhoGEF, FERM_C, FERM_N, FERM_M, FA), SMART (PH, B41, RhoGEF, FERM_C, FA, COIL)	No	FALSE
adult thorax by wing PC1	TR212768|c0_g1_i1	638	575.08	-2.2618	1.3753e-05	GAPDH2	GAPDH2	Glyceraldehyde-3-phosphate dehydrogenase	PFAM (Gp_dh_N, Gp_dh_C), SMART (Gp_dh_N)	No	FALSE
adult thorax by wing PC1	TR282074|c1_g12_i1	644	72.013	-1.9941	1.4292e-05	rpS12	MRPS12	Ribosomal protein S12	PFAM (Ribosomal_S12)	No	FALSE
adult thorax by wing PC1	TR62876|c0_g1_i1	647	16.31	-3.2091	1.5306e-05	rpL10		ribosomal protein, L10	PFAM (Ribosomal_L10)	No	FALSE
adult thorax by wing PC1	TR270941|c3_g1_i2	650	1818.9	2.3921	1.5971e-05	NA		light chain	SMART (EFh, SIGNAL)	No	FALSE
adult thorax by wing PC1	TR219089|c9_g10_i1	651	47.178	-4.718	1.6017e-05	RRF		Ribosome recycling factor	PFAM (RRF), SMART (COIL)	No	FALSE
adult thorax by wing PC1	TR222649|c0_g1_i1	652	26.077	-2.4947	1.6074e-05	NA		AAA domain (Cdc48 subfamily)	PFAM (Ank, AAA, AAA_2, AAA_5, Sigma54_activat, ClpB_D2-small, Zeta_toxin, DUF1305, Clp_N, Phage_base_V), SMART (ANK, AAA, ClpB_D2-small, COIL, TRANS)	No	FALSE
adult thorax by wing PC1	TR239867|c1_g10_i3	654	85.881	-2.2397	1.6298e-05	hsp67	HSP67BB	Heat shock protein	PFAM (Rhodanese), SMART (RHOD, SIGNAL, TRANS)	No	FALSE
adult thorax by wing PC1	TR206211|c0_g1_i1	657	389.58	2.418	1.6787e-05	NA		translocation associated membrane protein	PFAM (TRAM1, TRAM_LAG1_CLN8), SMART (TRANS, TLC, COIL)	No	FALSE
adult thorax by wing PC1	TR207377|c2_g1_i2	659	24.657	1.9309	1.7371e-05	NA		LMBR1 domain-containing protein	PFAM (LMBR1), SMART (TRANS, COIL, SIGNAL)	No	FALSE
adult thorax by wing PC1	TR261325|c1_g1_i4	660	54.306	-1.9777	1.7489e-05	varicose	VARI	GuKc	PFAM (PDZ, SH3_1, SH3_2, Guanylate_kin, L27), SMART (PDZ, SH3, GuKc, L27)	No	FALSE
adult thorax by wing PC1	TR199717|c0_g1_i1	661	372.67	-2.6612	1.7753e-05	NA		Fibronectin type III domain	PFAM (fn3, I-set, Ins_allergen_rp), SMART (FN3, IG, COIL, IGc2, IG_like, TRANS)	No	FALSE
adult thorax by wing PC1	TR230805|c2_g9_i1	663	223.31	-1.7138	1.7943e-05	NA		neutral alpha-glucosidase AB	PFAM (Glyco_hydro_31), SMART (SIGNAL, TRANS)	No	FALSE
adult thorax by wing PC1	TR262258|c1_g4_i2	664	120.32	-2.4449	1.8294e-05	hsp83	HSP83	Heat shock protein	PFAM (HSP90, HATPase_c), SMART (COIL, HATPase_c)	No	FALSE
adult thorax by wing PC1	TR211096|c0_g1_i1	665	50.532	-1.5719	1.8484e-05	iap1	IAP1	inhibitor of apoptosis	PFAM (BIR), SMART (BIR, RING)	No	FALSE
adult thorax by wing PC1	TR252918|c5_g1_i1	666	17.266	-2.8524	1.8484e-05	NA		seryl-tRNA synthetase	PFAM (tRNA-synt_2b)	No	FALSE
adult thorax by wing PC1	TR201014|c0_g1_i4	667	25.764	-2.1158	1.8635e-05	NA		transcription initiation factor TFIID subunit	PFAM (TFIID_30kDa)	No	FALSE
adult thorax by wing PC1	TR283564|c1_g1_i1	668	143.48	-1.3975	1.9121e-05	NA		DnaJ domain	PFAM (DnaJ), SMART (DnaJ, COIL)	No	FALSE
adult thorax by wing PC1	TR206765|c0_g3_i1	669	80.525	-1.9235	1.9231e-05	H3-HMT		Histone h3 methyltransferase	PFAM (DOT1, Methyltransf_4, Pep_M12B_propep, Reprolysin), SMART (COIL)	No	FALSE
adult thorax by wing PC1	TR206203|c1_g1_i1	672	8.6023	-4.2376	1.9467e-05	cyp450	CYP6A9	cytochrome P450	PFAM (p450), SMART (TRANS, SIGNAL)	No	FALSE
adult thorax by wing PC1	TR252094|c0_g2_i4	675	8.7535	-3.8648	2.0601e-05	NA		Ankyrin repeat	PFAM (Ank), SMART (ANK)	No	FALSE
adult thorax by wing PC1	TR283769|c2_g1_i1	682	39.105	-1.9869	2.2601e-05	NA		Protein of unknown function (DUF498/DUF598)	PFAM (DUF498)	No	FALSE
adult thorax by wing PC1	TR263567|c0_g2_i2	683	29.062	-2.9299	2.2942e-05	rpL15	MRPL15	Ribosomal protein L15	PFAM (Ribosomal_L18e)	No	FALSE
adult thorax by wing PC1	TR280764|c5_g1_i2	684	220.53	-2.4242	2.3224e-05	NA		Alpha-mann_mid	PFAM (Glyco_hydro_38, Glyco_hydro_38C, Alpha-mann_mid), SMART (Alpha-mann_mid, TRANS, COIL)	No	FALSE
adult thorax by wing PC1	TR231644|c0_g1_i1	685	7.1044	-5.4291	2.3257e-05	NA		Protein of unknown function (DUF1676)	PFAM (DUF1676), SMART (SIGNAL, TRANS)	No	FALSE
adult thorax by wing PC1	TR275345|c0_g1_i1	687	113.88	1.4203	2.3754e-05	NA		ADP-ribosylation factor GTPase-activating protein	PFAM (ArfGap), SMART (ArfGap, COIL)	No	FALSE
adult thorax by wing PC1	TR204797|c1_g2_i1	689	3137.8	-2.2316	2.4519e-05	NA		Repeat of unknown function (DUF1136)	PFAM (I-set, DUF1136, ig, fn3, C1-set), SMART (IG, IGc2, IG_like, COIL, FN3, SH3)	No	FALSE
adult thorax by wing PC1	TR63752|c0_g1_i1	692	145.46	-1.6327	2.4646e-05	DNA methyltransferase		DNA methyltransferase	PFAM (N6-adenineMlase)	No	FALSE
