model	transcript	DEG.rank	baseMean	log2FoldChange	padj	manual.ann	EggNOG.Predicted.Gene	EggNOG.Description	EggNOG.Protein.Domains	Contaminant	xenic
adult gonad by sex	TR264684|c0_g1_i3	3940	621.68	-1.7872	8.5246e-102	ZnF		Zinc finger protein	PFAM (zf-AN1, zf-A20), SMART (ZnF_AN1)	No	FALSE
adult gonad by sex	TR285199|c1_g2_i1	3943	72.055	2.4809	1.0343e-101	NA		LRRcap	PFAM (LRR_1, Oscp1), SMART (LRRcap)	No	FALSE
adult gonad by sex	TR227706|c1_g4_i2	3952	74.038	-2.4617	1.6515e-101	NA		m-phase inducer phosphatase	PFAM (Rhodanese), SMART (RHOD)	No	FALSE
adult gonad by sex	TR267160|c0_g1_i2	3953	184.82	6.8339	1.7261e-101	NA		Tektin family	PFAM (Tektin, L_HGMIC_fpl), SMART (COIL, TRANS)	No	FALSE
adult gonad by sex	TR219481|c0_g1_i3	3957	51.87	5.4984	1.8706e-101	ZnF	CA10	Zinc finger protein	PFAM (zf-C2H2, KRAB, BTB), SMART (ZnF_C2H2, KRAB, COIL, BTB)	No	FALSE
adult gonad by sex	TR197662|c1_g1_i1	3971	177.5	2.5619	3.6388e-101	NA		NA	PFAM (Mlf1IP)	No	FALSE
adult gonad by sex	TR231044|c0_g4_i1	3975	98.133	3.2345	4.1223e-101	NA	HO	Heme oxygenase	PFAM (Heme_oxygenase), SMART (TRANS, COIL)	No	FALSE
adult gonad by sex	TR253165|c1_g2_i2	3976	83.1	6.8401	4.124e-101	NA		ZnF_C2H2	PFAM (zf-C2H2), SMART (ZnF_C2H2, COIL, SIGNAL)		FALSE
adult gonad by sex	TR280688|c1_g3_i1	3983	164.56	2.7123	5.2071e-101	NA		Inherit from biNOG: chromosome 19 open reading frame 43	SMART (COIL)	No	FALSE
adult gonad by sex	TR241567|c2_g2_i5	3984	29.453	8.3677	5.2957e-101	NA	UBA1	ubiquitin-activating enzyme E1	PFAM (UBACT, ThiF, UBA_e1_thiolCys, UBA_e1_C), SMART (UBA_e1_C)	No	FALSE
adult gonad by sex	TR51302|c0_g1_i1	3985	213.87	1.8254	5.3666e-101	NA		sorting nexin	PFAM (PX, FLYWCH), SMART (PX)	No	FALSE
adult gonad by sex	TR219396|c2_g2_i1	4000	330.68	1.6067	8.6268e-101	NA		translation Initiation Factor	PFAM (eIF2A), SMART (COIL)	No	FALSE
adult gonad by sex	TR278997|c0_g1_i3	4002	73.204	6.8546	8.9923e-101	NA	DAK	dihydroxyacetone kinase 2 homolog (S. cerevisiae)	PFAM (Dak1, Dak2), SMART (Dak2)	No	FALSE
adult gonad by sex	TR224172|c5_g10_i3	4005	43.076	6.0395	1.0069e-100	NA		Inherit from biNOG: protein-kinase, interferon-inducible double stranded RNA dependent inhibitor, repressor of (P58 repressor)	PFAM (hATC, PBP_GOBP), SMART (ZnF_TTF)	No	FALSE
adult gonad by sex	TR210893|c1_g2_i1	4007	46.836	6.4583	1.042e-100	r.t.		Reverse transcriptase (RNA-dependent DNA polymerase)	PFAM (RVT_1), SMART (COIL, ZnF_C2HC)		FALSE
adult gonad by sex	TR241343|c1_g1_i1	4015	304.19	-1.7381	1.1504e-100	NA		aspartyl-tRNA synthetase	PFAM (tRNA_anti, tRNA-synt_2, GAD)	No	FALSE
adult gonad by sex	TR51068|c0_g1_i1	4034	92.676	1.4736	1.9677e-100	NA		prolactin regulatory	PFAM (WD40), SMART (WD40, TRANS)	No	FALSE
adult gonad by sex	TR214145|c0_g1_i1	4044	35.121	2.6305	3.3757e-100	NA		NEUZ	PFAM (Neuralized), SMART (NEUZ, COIL)	No	FALSE
adult gonad by sex	TR245260|c0_g1_i2	4045	319.87	-1.168	3.55e-100	NA		Involved in the biogenesis of the 60S ribosomal subunit (By similarity)	PFAM (NOG1, NOGCT, FeoB_N, MMR_HSR1, Miro, Ras, Gtr1_RagA, AIG1, GTP_EFTU), SMART (COIL)	No	FALSE
adult gonad by sex	TR233920|c6_g14_i3	4046	14.45	10.815	3.6788e-100	NA		Inherit from opiNOG: to reverse transcriptase	PFAM (RVT_1, rve, RVP, zf-CCHC), SMART (ZnF_C2HC, COIL)	No	FALSE
adult gonad by sex	TR203444|c2_g1_i1	4049	519.14	1.8523	4.1403e-100	NA		SIT4 phosphatase-associated protein	PFAM (SAPS), SMART (COIL)	No	FALSE
adult gonad by sex	TR240721|c1_g4_i1	4052	24.245	8.3417	4.3706e-100	NA		Inherit from opiNOG: protein Hydra magnipapillata	PFAM (THAP, zf-C3HC4), SMART (THAP, DM3, TRANS, RING)	No	FALSE
adult gonad by sex	TR229901|c2_g1_i1	4057	11.637	8.1259	5.1129e-100	NA		Inherit from opiNOG: to reverse transcriptase	PFAM (RVT_1, rve, RVP, zf-CCHC), SMART (ZnF_C2HC, COIL)	No	FALSE
adult gonad by sex	TR203532|c3_g1_i2	4060	49.753	-2.5022	5.3084e-100	NA	PLAP	Phospholipase A-2-activating protein	PFAM (WD40, PUL, PFU), SMART (WD40, COIL)	No	FALSE
adult gonad by sex	TR212728|c0_g3_i1	4063	97.541	2.3482	6.0633e-100	NA		RUN domain-containing protein	PFAM (RUN), SMART (COIL, RUN, SIGNAL)	No	FALSE
adult gonad by sex	TR250904|c2_g2_i1	4069	15.211	4.8299	7.6096e-100	NA		NA	SMART (DDE_Tnp_IS1595, TRANS)	No	FALSE
adult gonad by sex	TR207286|c0_g8_i1	4072	14.477	13.19	8.324e-100	NA		p25-alpha 	PFAM (p25-alpha), SMART (COIL)		FALSE
adult gonad by sex	TR217301|c0_g1_i1	4079	257.2	1.8411	1.0543e-99	NA		xpa-binding protein	PFAM (GTP_EFTU, ATP_bind_1, CbiA, FeoB_N, SRP54), SMART (COIL, AAA)	No	FALSE
adult gonad by sex	TR243797|c2_g1_i2	4092	47.997	5.835	1.7011e-99	NA		ribonuclease P	PFAM (RNase_P_p30), SMART (COIL)	No	FALSE
adult gonad by sex	TR202086|c3_g1_i1	4094	26.664	9.4111	1.9066e-99	NA		thioredoxin reductase	PFAM (Pyr_redox_dim, Pyr_redox, Pyr_redox_2, FAD_binding_2, HI0933_like, GIDA), SMART (SIGNAL)	No	FALSE
adult gonad by sex	TR273765|c1_g3_i1	4099	98.628	3.4197	2.4391e-99	NA		Glycerol-3-phosphate dehydrogenase	PFAM (DAO, FAD_binding_2), SMART (EFh, SIGNAL, TRANS)	No	FALSE
adult gonad by sex	TR227620|c0_g2_i1	4102	76.537	3.2665	3.6043e-99	NA		Aldehyde dehydrogenase	PFAM (Aldedh)	No	FALSE
adult gonad by sex	TR254934|c1_g2_i1	4103	33.087	-3.2133	3.6144e-99	NA	TBP-1	26S protease regulatory subunit 6a	PFAM (AAA, AAA_5, RuvB_N, UPF0020, Met_10, Methyltransf_15), SMART (AAA, COIL)	No	FALSE
adult gonad by sex	TR198243|c0_g1_i1	4108	229.81	-1.4144	4.2468e-99	Rad21	RAD21	Conserved region of Rad21 / Rec8 like protein	PFAM (Rad21_Rec8, Rad21_Rec8_N, ScpA_ScpB, Miro, Ras, Arf), SMART (COIL, RAB)	No	FALSE
adult gonad by sex	TR283731|c3_g5_i4	4110	55.986	3.1042	5.1364e-99	NA		Inherit from KOG: Retrotransposon protein	PFAM (RVT_1, rve)	No	FALSE
adult gonad by sex	TR240709|c2_g1_i1	4111	136.22	-1.7367	5.4389e-99	NA		RING	PFAM (WD40, zf-C3HC4), SMART (WD40, RING, COIL)	No	FALSE
adult gonad by sex	TR237041|c1_g1_i1	4115	323.33	-1.9409	6.4897e-99	NA		Oxygenase that can act as both a histone lysine demethylase and a ribosomal histidine hydroxylase. Specifically demethylates 'Lys-4' (H3K4me) and 'Lys-36' (H3K36me) of histone H3, thereby playing a central role in histone code (By similarity)	PFAM (Cupin_4), SMART (JmjC, COIL)	No	FALSE
adult gonad by sex	TR11817|c0_g1_i1	4116	39.755	5.2109	6.6219e-99	NA		Insect pheromone-binding family, A10/OS-D	PFAM (OS-D), SMART (SIGNAL)	No	FALSE
adult gonad by sex	TR204809|c3_g1_i11	4122	90.417	7.1936	7.7101e-99	NA		Inositol polyphosphate kinase 	PFAM (IPK), SMART (COIL)	No	FALSE
adult gonad by sex	TR280709|c4_g9_i1	4124	56.679	7.9032	8.6738e-99	NA		Inherit from biNOG: dyslexia susceptibility 1 candidate 1	PFAM (CS, TPR_1), SMART (TPR, COIL)	No	FALSE
adult gonad by sex	TR256415|c0_g1_i5	4130	25.558	14.052	1.2182e-98	NA		Inherit from biNOG: chromosome 7 open reading frame 63		No	FALSE
adult gonad by sex	TR206792|c0_g1_i4	4133	93.348	2.716	1.4237e-98	NA		NA	SMART (COIL)	No	FALSE
adult gonad by sex	TR230634|c0_g1_i1	4136	30.963	-2.222	1.5864e-98	NA		S_TKc	PFAM (Pkinase_Tyr, Pkinase), SMART (S_TKc, TRANS)	No	FALSE
adult gonad by sex	TR252135|c0_g8_i2	4139	10.365	10.229	1.7198e-98	NA	CRAT	O-acetyltransferase	PFAM (Carn_acyltransf)	No	FALSE
adult gonad by sex	TR206700|c4_g1_i1	4148	16.651	4.0872	2.3252e-98	NA	TMEM117	transmembrane protein 117	SMART (TRANS)	No	FALSE
adult gonad by sex	TR205564|c10_g5_i9	4155	58.295	-1.95	3.1689e-98	NA		Inherit from KOG: Glucoside xylosyltransferase	SMART (TRANS)	No	FALSE
adult gonad by sex	TR239002|c0_g1_i2	4156	608.25	12.006	3.17e-98	NA		Dehydrogenase	PFAM (adh_short, KR, Epimerase, 3Beta_HSD), SMART (TRANS)	No	FALSE
adult gonad by sex	TR204612|c0_g1_i1	4164	92.958	-2.343	3.9604e-98	gemin-3	GEM3	DEAD/DEAH box helicase	PFAM (Helicase_C, DEAD, ResIII), SMART (HELICc, DEXDc, COIL)	No	FALSE
adult gonad by sex	TR239236|c0_g7_i3	4166	13.391	9.7678	4.1753e-98	NA		Inherit from biNOG: Leucine rich repeat containing 34	PFAM (LRR_1), SMART (LRR)	No	FALSE
adult gonad by sex	TR236413|c0_g3_i1	4172	58.854	6.058	4.5756e-98	NA		Inherit from opiNOG: Conserved hypothetical protein	PFAM (DUF889, Herpes_teg_N, Herpes_Helicase, Exo_endo_phos, OTU, HYR, UCH), SMART (COIL, AAA, TRANS)	No	FALSE
adult gonad by sex	TR243776|c0_g1_i2	4176	48.871	5.9417	4.6719e-98	NA		NA	PFAM (ANF_receptor), SMART (TRANS, SIGNAL)	No	FALSE
adult gonad by sex	TR269784|c0_g1_i1	4186	114.91	3.1437	6.189e-98	NA		Phd finger protein	PFAM (PHD), SMART (PHD, RING, COIL)	No	FALSE
adult gonad by sex	TR203418|c0_g1_i2	4190	68.253	-5.4024	6.8665e-98	NA	NEK7	NIMA-related kinase	PFAM (Pkinase_Tyr, Pkinase), SMART (S_TKc, STYKc)	No	FALSE
adult gonad by sex	TR199477|c0_g1_i1	4193	57.981	2.5392	7.8791e-98	NA		SH3 domain-binding protein 5 (SH3BP5)	PFAM (SH3BP5), SMART (COIL)	No	FALSE
adult gonad by sex	TR207983|c1_g2_i7	4198	124.1	11.301	1.1027e-97	NA		e3 ubiquitin-protein ligase	PFAM (zf-C3HC4), SMART (TRANS, RING, COIL)	No	FALSE
adult gonad by sex	TR231253|c0_g6_i1	4205	107.15	1.891	1.6885e-97	NA		Tetratricopeptide repeat	PFAM (TPR_1, TPR_2), SMART (TPR, COIL)	No	FALSE
adult gonad by sex	TR273283|c0_g1_i1	4206	121.7	-2.0104	1.7973e-97	NA	MAX	MYC associated factor X	PFAM (HLH), SMART (HLH, COIL)	No	FALSE
adult gonad by sex	TR271117|c0_g1_i1	4208	70.329	4.4448	2.0409e-97	NA	ABCG20	ATP-binding cassette sub-family A ABC1 member	PFAM (ABC_tran, ABC2_membrane), SMART (TRANS, AAA, COIL)	No	FALSE
adult gonad by sex	TR233789|c0_g1_i3	4218	54.11	2.9602	2.5493e-97	NA		Roadblock/LC7 domain	PFAM (Robl_LC7), SMART (Robl_LC7)	No	FALSE
adult gonad by sex	TR261378|c1_g5_i1	4223	98.312	2.1225	3.0461e-97	NA		ARF	PFAM (Arf, SRPRB, Miro, Ras, Gtr1_RagA, GTP_EFTU), SMART (ARF, small_GTPase)	No	FALSE
adult gonad by sex	TR219634|c0_g2_i1	4227	41.728	8.0062	3.7322e-97	NA	HGFAC	coagulation factor XII (Hageman factor)	PFAM (EGF, Trypsin, Kringle, fn1, fn2, EGF_2), SMART (EGF, Tryp_SPc, KR, SIGNAL, FN2, FN1, TRANS)	No	FALSE
adult gonad by sex	TR235757|c1_g1_i1	4239	28.347	9.933	5.7111e-97	NA		NA	SMART (SIGNAL, TRANS, COIL)	No	FALSE
adult gonad by sex	TR263076|c0_g1_i1	4241	38.055	2.7742	6.067e-97	NA		Solute carrier family 25 member	PFAM (Mito_carr), SMART (TRANS)	No	FALSE
adult gonad by sex	TR239876|c5_g3_i2	4244	20.139	7.0735	7.1299e-97	NA		Zinc finger protein	PFAM (zf-C2H2, zf-AD), SMART (ZnF_C2H2, zf-AD)		FALSE
adult gonad by sex	TR269356|c0_g1_i1	4247	37.423	9.4592	8.5342e-97	NA		Reverse transcriptase (RNA-dependent DNA polymerase)	PFAM (RVT_1), SMART (COIL)		FALSE
adult gonad by sex	TR65567|c0_g1_i1	4251	415.04	-1.6319	9.3387e-97	NA		ubiquitin-conjugating enzyme	PFAM (UQ_con), SMART (UBCc)	No	FALSE
adult gonad by sex	TR217384|c1_g1_i3	4256	328.21	2.7842	1.1193e-96	Med26	MED26	Component of the Mediator complex, a coactivator involved in the regulated transcription of nearly all RNA polymerase II-dependent genes. Mediator functions as a bridge to convey information from gene-specific regulatory proteins to the basal RNA polymerase II transcription machinery. Mediator is recruited to promoters by direct interactions with regulatory proteins and serves as a scaffold for the assembly of a functional preinitiation complex with RNA polymerase II and the general transcription factors (By similarity)	PFAM (Med26), SMART (COIL)	No	FALSE
adult gonad by sex	TR248046|c0_g1_i1	4260	94.837	-1.7274	1.4922e-96	NA		Histone-like transcription factor (CBF/NF-Y) and archaeal histone	PFAM (CBFD_NFYB_HMF)	No	FALSE
adult gonad by sex	TR258325|c0_g1_i1	4263	51.879	-2.2851	1.7495e-96	NA		Pfam:DUF634	PFAM (DUF634, KAP, Arm), SMART (ARM, TRANS)	No	FALSE
adult gonad by sex	TR224195|c2_g4_i6	4272	143.12	3.2149	2.3958e-96	NA		pol-like protein	PFAM (RnaseH, RVT_1, Exo_endo_phos)	No	FALSE
adult gonad by sex	TR253226|c0_g1_i1	4274	13.633	9.3534	2.4474e-96	NA		JHBP	PFAM (JHBP), SMART (JHBP, SIGNAL, TRANS)	No	FALSE
adult gonad by sex	TR227403|c0_g1_i4	4280	2279.6	1.3933	3.138e-96	eIF4G	EIF4G	Eukaryotic translation initiation factor 4 gamma	PFAM (MIF4G, MA3, W2), SMART (MIF4G, MA3, COIL, eIF5C)	No	FALSE
adult gonad by sex	TR284858|c1_g1_i1	4281	12.352	7.1485	3.2573e-96	NA		S_TK_X	PFAM (Pkinase_Tyr, Pkinase), SMART (S_TK_X, S_TKc)	No	FALSE
adult gonad by sex	TR251034|c2_g1_i1	4282	55.606	-2.3547	3.3368e-96	NA		Inherit from biNOG: round spermatid basic protein	PFAM (DUF1777), SMART (COIL)	No	FALSE
adult gonad by sex	TR197624|c0_g1_i1	4284	205.73	-1.2043	4.0247e-96	NA		Inherit from KOG: Zinc finger protein	PFAM (Seryl_tRNA_N, zf-C2H2_jaz, tRNA-synt_2b), SMART (COIL, SIGNAL)	No	FALSE
adult gonad by sex	TR211754|c1_g2_i5	4285	28.81	8.2106	4.2173e-96	NA		Pfam:Mov34	PFAM (Mov34), SMART (JAB_MPN, COIL)	No	FALSE
adult gonad by sex	TR27511|c0_g1_i1	4290	81.924	2.7413	5.6886e-96	NA	NUDT1	Nudix (Nucleoside diphosphate linked moiety X)-type motif 1	PFAM (NUDIX), SMART (SIGNAL)	No	FALSE
adult gonad by sex	TR211490|c0_g1_i5	4293	19.883	7.9607	7.1185e-96	shattered	SHTD	Inherit from biNOG: Anaphase promoting complex subunit 1	SMART (ZnF_RBZ)		FALSE
adult gonad by sex	TR212251|c0_g1_i2	4297	108.02	1.648	8.3764e-96	NA		Ornithine cyclodeaminase/mu-crystallin family	PFAM (OCD_Mu_crystall, Shikimate_DH, F420_oxidored), SMART (COIL)	No	FALSE
adult gonad by sex	TR257264|c0_g1_i5	4302	224.04	-1.817	9.4068e-96	NA		AMME syndrome candidate gene 1 protein	PFAM (AMMECR1)	No	FALSE
adult gonad by sex	TR245339|c1_g1_i2	4303	852.35	1.9948	1.0004e-95	NA		Poly(A) RNA polymerase gld-2	PFAM (PAP_assoc, SAM_1, SAM_2, NTP_transf_2), SMART (SAM, COIL)	No	FALSE
adult gonad by sex	TR245872|c0_g1_i2	4307	24.542	9.4857	1.201e-95	NA		NA	SMART (COIL)	No	FALSE
adult gonad by sex	TR257576|c0_g1_i1	4312	67.047	-1.9718	1.5488e-95	NA		peptidase activity	PFAM (Peptidase_M28, Peptidase_M20), SMART (TRANS)	No	FALSE
adult gonad by sex	TR266382|c1_g1_i2	4323	115.62	2.449	2.0425e-95	NA	OSP	PH domain	PFAM (PH), SMART (COIL, PH)	No	FALSE
adult gonad by sex	TR233579|c5_g3_i1	4338	10.887	8.9801	3.3211e-95	NA	OR85F	7tm Odorant receptor	PFAM (7tm_6), SMART (TRANS)	No	FALSE
adult gonad by sex	TR219599|c1_g7_i1	4344	28.871	5.8104	4.5965e-95	NA		Ets-domain	PFAM (Ets, SAM_PNT, SOCS), SMART (ETS, SAM_PNT)	No	FALSE
adult gonad by sex	TR236408|c0_g6_i1	4345	17.672	10.165	4.7654e-95	NA		NA	PFAM (HAP2-GCS1), SMART (TRANS, COIL)	No	FALSE
adult gonad by sex	TR180654|c0_g1_i1	4348	63.791	-1.9963	5.0974e-95	NA		ATP-dependent Clp protease, proteolytic subunit	PFAM (CLP_protease), SMART (COIL)	No	FALSE
adult gonad by sex	TR227369|c0_g1_i3	4350	64.567	-1.9504	5.5027e-95	MRE11	MRE11	meiotic recombination	PFAM (Mre11_DNA_bind, Metallophos), SMART (COIL)	No	FALSE
adult gonad by sex	TR202104|c0_g3_i1	4352	74.525	3.1549	5.8255e-95	NA		Reverse transcriptase (RNA-dependent DNA polymerase)	PFAM (RVT_1, Exo_endo_phos), SMART (COIL, ZnF_C2HC, PHD)	No	FALSE
adult gonad by sex	TR227513|c0_g1_i1	4354	87.334	2.3524	5.9348e-95	NA		Kelch domain-containing protein	PFAM (Kelch_2, Kelch_1), SMART (COIL)	No	FALSE
adult gonad by sex	TR207802|c1_g1_i1	4357	63.176	-2.3153	6.5143e-95	NA		cAMP-regulated phosphoprotein/endosulfine conserved region	PFAM (Endosulfine), SMART (COIL)	No	FALSE
adult gonad by sex	TR227438|c1_g22_i1	4362	139.72	7.357	6.9853e-95	trypsin					FALSE
adult gonad by sex	TR204807|c3_g2_i2	4364	24.259	3.7446	7.2203e-95	r.t.		Inherit from opiNOG: to reverse transcriptase	PFAM (RVT_1, rve, RVP, zf-CCHC), SMART (ZnF_C2HC, COIL)	No	FALSE
adult gonad by sex	TR239252|c0_g2_i1	4367	151.5	-1.5642	7.6682e-95	NA		NA	PFAM (fn3), SMART (COIL, FN3)	No	FALSE
adult gonad by sex	TR267160|c0_g1_i1	4373	270.3	8.4966	9.5004e-95	NA		Tektin family	PFAM (Tektin, L_HGMIC_fpl), SMART (COIL, TRANS)	No	FALSE
adult gonad by sex	TR262984|c4_g1_i1	4376	106.62	-2.8239	1.1029e-94	NA		Phosphate transporter family	PFAM (PHO4), SMART (TRANS, COIL)	No	FALSE
adult gonad by sex	TR274653|c2_g1_i1	4392	547.98	5.6667	2.1123e-94	NA		MORN	PFAM (MORN), SMART (MORN, COIL)	No	FALSE
adult gonad by sex	TR224124|c7_g5_i3	4409	24.818	3.353	4.1115e-94	NA		Integrase	PFAM (Phage_integrase, Phage_integr_N)	No	FALSE
adult gonad by sex	TR259964|c0_g1_i1	4412	452.33	2.0079	4.246e-94	NA		Inherit from biNOG: FUN14 domain containing 1	PFAM (FUN14), SMART (TRANS, COIL)	No	FALSE
adult gonad by sex	TR285518|c0_g1_i4	4415	371.41	2.2013	4.5175e-94	boule	BOL	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	PFAM (RRM_1, HLH), SMART (RRM, TRANS, HLH)	No	FALSE
adult gonad by sex	TR250989|c2_g1_i1	4417	27.513	3.6004	4.7527e-94	NA		Triacylglycerol lipase	PFAM (Lipase), SMART (TRANS, SIGNAL)	No	FALSE
adult gonad by sex	TR258582|c1_g1_i2	4422	309.75	3.3698	5.2398e-94	NA	GALK1	galactokinase 1	PFAM (GHMP_kinases_N, GalKase_gal_bdg, GHMP_kinases_C)	No	FALSE
adult gonad by sex	TR204643|c0_g1_i1	4429	105.37	-2.1829	6.6321e-94	Mcm5	MCM5	DNA replication licensing factor mcm5	PFAM (MCM, AAA_5, Mg_chelatase), SMART (MCM, AAA)	No	FALSE
adult gonad by sex	TR198182|c4_g1_i2	4433	21.563	6.2125	7.0644e-94	NA		SRR1	PFAM (SRR1, hATC)	No	FALSE
adult gonad by sex	TR206757|c1_g1_i1	4436	158.19	-1.2304	7.7556e-94	NA		Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD	PFAM (Pro_isomerase, zf-B_box), SMART (RING, COIL, SIGNAL)	No	FALSE
adult gonad by sex	TR254080|c0_g1_i2	4438	666.47	-1.6434	8.0882e-94	NA		ubiquitin carboxyl-terminal hydrolase	PFAM (UCH, zf-UBP)	No	FALSE
adult gonad by sex	TR268453|c0_g1_i2	4444	10.081	12.576	8.9113e-94	NA		Inherit from euNOG: Retrotransposon protein	PFAM (RVT_1, rve, RVP, zf-CCHC), SMART (ZnF_C2HC, COIL)		FALSE
adult gonad by sex	TR238890|c0_g3_i5	4447	267	1.6862	9.9563e-94	NA		Peptidyl-tRNA hydrolase PTH2	PFAM (PTH2, UBA), SMART (UBA, COIL)	No	FALSE
adult gonad by sex	TR262967|c0_g1_i1	4448	23.392	-2.9271	1.0316e-93	NA		Dual specificity tyrosine-phosphorylation-regulated kinase	PFAM (Pkinase_Tyr, Pkinase, APH), SMART (S_TKc, COIL)	No	FALSE
adult gonad by sex	TR243737|c43_g3_i1	4453	297.63	2.1434	1.3981e-93	NA		K10369 supervillin	PFAM (VHP, Gelsolin), SMART (GEL, VHP, COIL)	No	FALSE
adult gonad by sex	TR280747|c3_g9_i4	4468	28.402	5.9098	2.2334e-93	NA	CTCF	CCCTC-binding factor (zinc finger	PFAM (zf-C2H2), SMART (ZnF_C2H2, COIL, AT_hook)		FALSE
adult gonad by sex	TR197560|c0_g1_i1	4473	59.909	-3.0384	2.6271e-93	NA		Replication Fork Protection Component Swi3	PFAM (Swi3, SVS_QK), SMART (COIL)	No	FALSE
adult gonad by sex	TR223053|c3_g4_i1	4475	31.86	3.8791	3.3039e-93	NA		e3 ubiquitin-protein ligase	PFAM (zf-C3HC4, Cbl_N2, Cbl_N3, Cbl_N, UBA), SMART (RING, UBA, SH2)	No	FALSE
adult gonad by sex	TR233774|c0_g1_i2	4476	23.241	4.2215	3.3561e-93	NA	SENP6	SUMO1 sentrin specific peptidase	PFAM (Peptidase_C48)	No	FALSE
adult gonad by sex	TR238581|c0_g3_i1	4484	15.649	5.2977	4.7384e-93	NA	SLC12A1	Solute carrier family 12 (Sodium potassium chloride transporters), member	PFAM (AA_permease, AA_permease_N), SMART (TRANS, COIL)	No	FALSE
adult gonad by sex	TR237980|c0_g1_i1	4487	156.44	1.4512	4.9161e-93	NA		Inherit from KOG: TSC22 domain family, member	PFAM (TSC22), SMART (COIL)	No	FALSE
adult gonad by sex	TR243046|c9_g1_i3	4495	31.742	3.6317	5.6384e-93	NA		ZnF_C2HC	PFAM (Peptidase_A2B, RVP, RVP_2), SMART (ZnF_C2HC, COIL)	No	FALSE
adult gonad by sex	TR209632|c0_g1_i1	4496	98.166	2.5597	5.7529e-93	NA		transport protein	PFAM (Sec23_BS, Sec23_trunk, Sec23_helical, Gelsolin, zf-Sec23_Sec24)	No	FALSE
adult gonad by sex	TR205797|c0_g5_i3	4498	321.73	2.2241	7.3986e-93	archipelago	AGO	FBOX	PFAM (WD40, F-box), SMART (WD40, FBOX)	No	FALSE
adult gonad by sex	TR220114|c0_g7_i1	4506	12.604	9.6669	8.2161e-93	PFK	PFK	Phosphohexokinase	PFAM (PFK, TRAM1, TRAM_LAG1_CLN8), SMART (TRANS, TLC)	No	FALSE
adult gonad by sex	TR245023|c3_g1_i1	4508	83.38	8.6388	9.5555e-93	NA		Protein of unknown function (DUF1676)	PFAM (DUF1676), SMART (TRANS, SIGNAL)	No	FALSE
adult gonad by sex	TR285662|c0_g1_i1	4511	234.31	2.4048	1.1187e-92	NA	VIH	ubiquitin-conjugating enzyme E2	PFAM (UQ_con, RWD), SMART (UBCc)	No	FALSE
adult gonad by sex	TR206206|c4_g1_i2	4512	65.48	-2.4388	1.1905e-92	NA		Ataxin-1 and HBP1 module (AXH)	PFAM (AXH), SMART (COIL, AXH)	No	FALSE
adult gonad by sex	TR251673|c0_g1_i1	4513	15.567	13.441	1.3431e-92	NA	NEP1	Peptidase family M13	PFAM (Peptidase_M13_N, Peptidase_M13), SMART (TRANS)	No	FALSE
adult gonad by sex	TR264437|c1_g1_i2	4514	264.08	-1.1493	1.4087e-92	NA		NA	PFAM (MBD, F-box), SMART (FBOX, COIL)	No	FALSE
adult gonad by sex	TR234203|c0_g3_i4	4515	52.578	5.9181	1.4143e-92	NA	NEP5	Peptidase family M13	PFAM (Peptidase_M13_N, Peptidase_M13), SMART (TRANS, COIL)	No	FALSE
adult gonad by sex	TR256477|c0_g1_i1	4520	87.003	-1.6537	1.579e-92	NA		ras-related protein	PFAM (GTP_EFTU, Miro, Ras, Arf, Gtr1_RagA, FeoB_N, UCR_UQCRX_QCR9), SMART (RAB)	No	FALSE
adult gonad by sex	TR228601|c0_g3_i8	4527	48.333	4.8585	2.1496e-92	NA	PCMT	protein-l-isoaspartate o-methyltransferase	PFAM (PCMT, Methyltransf_11, PrmA, Ubie_methyltran, Methyltransf_3)	No	FALSE
adult gonad by sex	TR266383|c0_g1_i1	4533	9.7626	7.3963	2.5026e-92	NA		Inherit from euNOG: Associated with zinc fingers	PFAM (PRE_C2HC), SMART (ZnF_C2HC, COIL)		FALSE
adult gonad by sex	TR248141|c2_g3_i1	4534	25.29	6.547	2.5299e-92	NA		Inherit from biNOG: trehalase (brush-border membrane glycoprotein)	PFAM (Trehalase, GDE_C), SMART (COIL, SIGNAL)	No	FALSE
adult gonad by sex	TR212253|c1_g3_i1	4538	12.934	10.578	3.1127e-92	NA		Williams-beuren syndrome critical region protein	PFAM (Nol1_Nop2_Fmu, Fibrillarin, VMA21), SMART (COIL, TRANS)	No	FALSE
adult gonad by sex	TR206931|c0_g1_i1	4539	200.66	-1.6328	3.1436e-92	NA		methyltransferase activity	PFAM (Bin3, Methyltransf_11, Methyltransf_12, PrmA, MTS, Methyltransf_4, DOT1, PCMT, CMAS), SMART (COIL)	No	FALSE
adult gonad by sex	TR283293|c5_g2_i6	4542	32.634	14.087	3.2415e-92	NA	DHAK	Dihydroxyacetone kinase	PFAM (Dak1, Dak2), SMART (Dak2)		FALSE
adult gonad by sex	TR236377|c1_g3_i2	4543	204.06	2.1508	3.2713e-92	NA	FLII	Gelsolin repeat	PFAM (LRR_1, Gelsolin, Tom22), SMART (LRR, GEL, LRR_TYP)	No	FALSE
adult gonad by sex	TR243882|c0_g1_i1	4546	102.58	-1.7525	3.4589e-92	NA		TDU	SMART (TDU, TRANS)	No	FALSE
